+----------------------------+----------------------+---------+----------+
| FULL_NAME                  | street               | dlugosc | poczatek |
+----------------------------+----------------------+---------+----------+
| Jan Kowalski               | ul. Dluga 12         |      12 | ul. D    |
| Jan Kowalski               | ul. Miodowa 8        |      13 | ul. M    |
| Tech Solutions Sp. z o.o.  | ul. Zielona 5        |      13 | ul. Z    |
| Anna Nowak                 | ul. Krotka 10        |      13 | ul. K    |
| Food Market SA             | ul. Wesola 22        |      13 | ul. W    |
| Piotr Wisniewski           | al. Jana Pawla II 20 |      20 | al. J    |
| AutoMax Sp. z o.o.         | ul. Mickiewicza 7    |      17 | ul. M    |
| Karolina Kaczmarek         | ul. Ogrodowa 15      |      15 | ul. O    |
| Meblex SA                  | ul. Spacerowa 3      |      15 | ul. S    |
| Michal Pawlak              | ul. Dworcowa 9       |      14 | ul. D    |
| Marek Wojcik               | ul. Polna 14         |      12 | ul. P    |
| Iwona Dudek                | ul. Cicha 3          |      11 | ul. C    |
| Fresh Food Sp. z o.o.      | ul. Wiosenna 22      |      15 | ul. W    |
| TechWorld SA               | ul. Sloneczna 7      |      15 | ul. S    |
| Rafal Zajac                | ul. Rozana 11        |      13 | ul. R    |
| HomeDecor Sp. z o.o.       | ul. Sadowa 8         |      12 | ul. S    |
| Magdalena Baran            | ul. Lesna 5          |      11 | ul. L    |
| AutoParts SA               | ul. Jesionowa 20     |      16 | ul. J    |
| Kamil Wilk                 | ul. Brzozowa 18      |      15 | ul. B    |
| Eco Solutions Sp. z o.o.   | ul. Piekna 6         |      12 | ul. P    |
| Paulina Malecka            | ul. Lipowa 9         |      12 | ul. L    |
| FurniCo SA                 | ul. Kwiatowa 4       |      14 | ul. K    |
| Jakub Sikora               | ul. Krotka 12        |      13 | ul. K    |
| SportPro Sp. z o.o.        | ul. Orla 14          |      11 | ul. O    |
| Anna Nowakowska            | ul. Wierzbowa 17     |      16 | ul. W    |
| GardenPlus SA              | ul. Debowa 23        |      13 | ul. D    |
| Marta Duda                 | ul. Sosnowa 29       |      14 | ul. S    |
| Office Supplies Sp. z o.o. | ul. Grabowa 10       |      14 | ul. G    |
| Tomasz Kaminski            | ul. Modrzewiowa 15   |      18 | ul. M    |
| CleanHome SA               | ul. Wolska 19        |      13 | ul. W    |
| Emilia Sadowska            | ul. Jagodowa 11      |      15 | ul. J    |
| Market Super S.A.          | ul. Malinowa 5       |      14 | ul. M    |
| Zenon Rutkowski            | ul. Winna 17         |      12 | ul. W    |
| DigitalHouse Sp. z o.o.    | ul. Brzoskwiniowa 2  |      19 | ul. B    |
| Julia Olszewska            | ul. Wisniowa 9       |      14 | ul. W    |
| TechPlanet S.A.            | ul. Poziomkowa 12    |      17 | ul. P    |
| Patryk Domanski            | ul. Sliwkowa 21      |      15 | ul. S    |
| BestJobs Sp. z o.o.        | ul. Orzechowa 7      |      15 | ul. O    |
| Monika Krysztofiak         | ul. Morelowa 33      |      15 | ul. M    |
| EcoDrive S.A.              | ul. Lososiowa 15     |      16 | ul. L    |
| Marek Chrzanowski          | ul. Jastrzebia 22    |      17 | ul. J    |
| FoodWay S.A.               | ul. Slowikowa 29     |      16 | ul. S    |
| Natalia Gorska             | ul. Zurawia 4        |      13 | ul. Z    |
| GardenPro Sp. z o.o.       | ul. Sepia 16         |      12 | ul. S    |
| Pawel Kaczmarek            | ul. Orla 8           |      10 | ul. O    |
| PaperGroup S.A.            | ul. Wilcza 41        |      13 | ul. W    |
| Joanna Czarnecka           | ul. Niedzwiedzia 18  |      19 | ul. N    |
| Fitmarket Sp. z o.o.       | ul. Lisiarnia 27     |      16 | ul. L    |
| Tomasz Wojcik              | ul. Zajaca 13        |      13 | ul. Z    |
| WebCom S.A.                | ul. Dzikiej Rozy 5   |      18 | ul. D    |
+----------------------------+----------------------+---------+----------+

+--------------+-------------------+
| SHORT_NAME   | ADDRESS_TYPE_NAME |
| Wojcik       | Korespondencyjny  |
| Wojcik       | Zamieszkania      |
| WebCom       | Inne              |
| WebCom       | Praca             |
| WebCom       | Domowy            |
| WebCom       | Magazyn           |
| WebCom       | Oddzial           |
| WebCom       | Fakturowania      |
| WebCom       | Dostawy           |
| WebCom       | Siedziba firmy    |
| WebCom       | Korespondencyjny  |
| WebCom       | Zamieszkania      |
+--------------+-------------------+

+-------------------------------------+---------------+-------+
| PRODUCT_NAME                        | CATEGORY_NAME | skrot |
+-------------------------------------+---------------+-------+
| Laptop HP                           | Elektronika   | Lap   |
| Monitor Samsung                     | Elektronika   | Mon   |
| Smartfon Samsung Galaxy             | Elektronika   | Sma   |
| Tablet Lenovo                       | Elektronika   | Tab   |
| Laptop Lenovo ThinkPad              | Elektronika   | Lap   |
| Smartwatch Apple Watch              | Elektronika   | Sma   |
| Tablet Samsung Galaxy Tab           | Elektronika   | Tab   |
| Sluchawki JBL Tune                  | Elektronika   | Slu   |
| Monitor LG 27"                      | Elektronika   | Mon   |
| Router TP-Link Archer               | Elektronika   | Rou   |
| Klawiatura Logitech                 | Elektronika   | Kla   |
| Myszka Logitech MX                  | Elektronika   | Mys   |
| Dysk SSD Kingston 1TB               | Elektronika   | Dys   |
| Powerbank Xiaomi 20000mAh           | Elektronika   | Pow   |
| Karta pamieci SanDisk 128GB         | Elektronika   | Kar   |
| Projektor Epson EB                  | Elektronika   | Pro   |
| Glosnik LG XBoom                    | Elektronika   | Glo   |
| Kamery internetowe C920             | Elektronika   | Kam   |
| UPS APC 650VA                       | Elektronika   | UPS   |
| Pendrive Kingston 64GB              | Elektronika   | Pen   |
| Czytnik e-book Kindle               | Elektronika   | Czy   |
| ladowarka Green Cell                | Elektronika   | lad   |
| Kamera GoPro Hero                   | Elektronika   | Kam   |
| Stacja dokujaca Dell                | Elektronika   | Sta   |
| Torba na laptop Case Logic          | Elektronika   | Tor   |
| Regulowany statyw                   | Elektronika   | Reg   |
| Adapter HDMI-VGA                    | Elektronika   | Ada   |
| Mikrofon Trust                      | Elektronika   | Mik   |
| Switch TP-Link 5 port               | Elektronika   | Swi   |
| Podk?adka pod mysz                  | Elektronika   | Pod   |
| Karta graficzna Nvidia GeForce 4080 | Elektronika   | Kar   |
| Papier A4                           | Biuro         | Pap   |
| Dlugopis Parker                     | Biuro         | Dlu   |
| Zeszyt A4                           | Biuro         | Zes   |
| Toner HP 201A                       | Biuro         | Ton   |
| Bindownica Fellowes                 | Biuro         | Bin   |
| Polka na dokumenty                  | Biuro         | Pol   |
| Notes A5 Oxford                     | Biuro         | Not   |
| Skoroszyt plastikowy                | Biuro         | Sko   |
| Segregator Bantex                   | Biuro         | Seg   |
| Markery Sharpie 4 szt               | Biuro         | Mar   |
| Nozyczki biurowe                    | Biuro         | Noz   |
| Tasma klejaca Scotch                | Biuro         | Tas   |
| Kalkulator Casio                    | Biuro         | Kal   |
| Pieczatka Trodat                    | Biuro         | Pie   |
| Klipsy do papieru                   | Biuro         | Kli   |
| Plecak na laptop                    | Biuro         | Ple   |
| Pojemnik na dlugopisy               | Biuro         | Poj   |
| Koszulki na dokumenty               | Biuro         | Kos   |
| Zszywacz Novus                      | Biuro         | Zsz   |
| Stojak na katalogi                  | Biuro         | Sto   |
| Tasma dwustronna Tesa               | Biuro         | Tas   |
| Dlugopis Bic 12 szt.                | Biuro         | Dlu   |
| Podkladka pod mysz                  | Biuro         | Pod   |
| Gumka Factis                        | Biuro         | Gum   |
| Notes samoprzylepny                 | Biuro         | Not   |
| Przekladki do segregatora           | Biuro         | Prz   |
| Klamerki archiwizacyjne             | Biuro         | Kla   |
| Szpilki biurowe Donau               | Biuro         | Szp   |
| Cukier 1kg                          | Spozywcze     | Cuk   |
| Maka pszenna 1kg                    | Spozywcze     | Mak   |
| Czekolada mleczna                   | Spozywcze     | Cze   |
| Biurko drewniane                    | Meble         | Biu   |
| Krzeslo biurowe                     | Meble         | Krz   |
